SKU,START_DATE,END_DATE,DATE_QUALIFIER,DISCONTINUED,BRAND,PRODUCT_GROUP1,PRODUCT_GROUP2,PRODUCT_GROUP3,PRODUCT_GROUP4,PRODUCT_GROUP1_QTY,PRODUCT_GROUP2_QTY,PRODUCT_GROUP3_QTY,PRODUCT_GROUP4_QTY,DEPARTMENT1,ROOM1,ROOM2,ROOM3,ROOM4,ROOM5,ROOM6,CATEGORY1,CATEGORY2,CATEGORY3,CATEGORY4,CATEGORY5,CATEGORY6,COLLECTION,FINISH1,FINISH2,FINISH3,MATERIAL,MOTION_TYPE1,MOTION_TYPE2,SECTIONAL,TYPE1,SUBTYPE1A,SUBTYPE1B,TYPE2,SUBTYPE2A,SUBTYPE2B,TYPE3,SUBTYPE3A,SUBTYPE3B,STYLE,SUITE,COUNTRY_OF_ORIGIN,MADE_IN_USA,BED_SIZE1,FEATURES1,TABLE_TYPE,SEAT_TYPE,WIDTH,DEPTH,HEIGHT,LENGTH,INSIDE_WIDTH,INSIDE_DEPTH,INSIDE_HEIGHT,WEIGHT,VOLUME,DIAMETER,ARM_HEIGHT,SEAT_DEPTH,SEAT_HEIGHT,SEAT_WIDTH,HEADBOARD_HEIGHT,FOOTBOARD_HEIGHT,NUMBER_OF_DRAWERS,NUMBER_OF_LEAVES,NUMBER_OF_SHELVES,CARTON_WIDTH,CARTON_DEPTH,CARTON_HEIGHT,CARTON_WEIGHT,CARTON_VOLUME,CARTON_LENGTH,PHOTO1,PHOTO2,PHOTO3,PHOTO4,PHOTO5,PHOTO6,PHOTO7,PHOTO8,PHOTO9,PHOTO10,INFO1,INFO2,INFO3,INFO4,INFO5,DESCRIPTION,PRODUCT_DESCRIPTION,SPECIFICATIONS,CONSTRUCTION,COLLECTION_FEATURES,WARRANTY,ADDITIONAL_INFORMATION,DISCLAIMER,VIEWTYPE,ITEM_URL
L3328T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Lighting,Table Lamps,,,,,Elara Table Lamp,Silver,,,,,,,,,,,,,,,, Glam/Luxe,,,,,,,,11,17,29,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/da/7a/e8/63/63e87adaae6d21396fc576b9/L3328TEC.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/30/e3/59/66/6659e3304d2459f75ea9e445/L3328T_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/39/e3/59/66/6659e3399b34867821d6d76d/L3328T_S1.jpg?s=1000x',,,,,,,,,,,,,"Features an on-off light switch., Bulb Type A required, but not included., Easy assembly - just attach harp, finial and shade.","The Elara Table Lamp brings a touch of glamour to any table with its silver striped design and shimmering crystal accents. Perfect for both traditional and contemporary spaces, this lamp offers subtle illumination and timeless elegance. Paired with a crisp white rectangular linen shade, it adds a sophisticated charm to your decor. Illuminate your space with the Elara Table Lamp, a chic and versatile fixture that elevates any room with its understated luxury.","Color/Finish: Silver; Color Details: Silver/Crystal; Material: Metal/Crystal/Hard back linen shade; Style:  Glam/Luxe; Shade Material: Linen; Shade Color: White; Shade Lined: Yes; Shade Size: 11/17x11/17x10.5; Switch Type: On-Off; Bulb Included: No; Bulb Wattage: 100 Watt; Cord Length: 60.00""; Shipping Weight: 19.00 lbs; Shipping Method: Small Parcel",,,,Metal/Crystal/Hard back linen shade,,Normal,https://www.bassettmirror.com/detail.cfm?id=1639/L3328T/Elara Table Lamp
L4420T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Lighting,Table Lamps,,,,,Ding Table Lamp,Brass,,,,,,,,,,,,,,,, Glam/Luxe,,,,,,,,9,16,27,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/0f/9d/78/64/64789d0f3d037951fa78b2ef/L4420T.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/12/9d/78/64/64789d122e3d81e7bb499cb0/L4420T_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/57/74/cd/64/64cd74575b1b5fec27626491/L4420T_D.jpg?s=1000x',,,,,,,,,,,,,"This table lamp boasts a luxurious, glam style., The rectangular shaped lamp shade is constructed with white linen., Features a 3 way turn knob., Lamp cord measures 78 inches, allowing for easy placement., Bulb Type A required, not included, Easy assembly - just attach harp, finial and shade",The Ding Table Lamp is crafted of clear crystal with a white rectangular shade.,"Color/Finish: Brass; Color Details: Clear Crystal/Brass; Material: Crystal/Metal/Hard back linen shade; Style:  Glam/Luxe; Shade Material: Linen; Shade Color: White; Shade Lined: Yes; Shade Size: 9/16x9/16x10H; Socket Type: E26; Switch Type: 3 Way Turn Knob; Bulb Included: No; Bulb Type: A; Bulb Wattage: 100 Watt Max; Cord Color: Transparent Silver; Cord Length: 78.00""; Harp Size: 8.50""; Harp Color: Polished Brass; Final Color: Clear; Shipping Weight: 21.00 lbs; Shipping Method: Small Parcel",,,,Crystal/Metal/Hard back linen shade,,Normal,https://www.bassettmirror.com/detail.cfm?id=964/L4420T/Ding Table Lamp
L3330T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Lighting,Table Lamps,,,,,Kettler Table Lamp,Blue,,,,,,,,,,,,,,,, Modern,,,,,,,,16,17,25,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/0a/d7/54/65/6554d70a59cf0d04807db3a8/L3330T.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/1a/d7/54/65/6554d71a358d0e314dbde42b/L3330T_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/27/d7/54/65/6554d727358d0e314dbde434/L3330T_S1.jpg?s=1000x',,,,,,,,,,,,,"Features a blue, globe shaped lamp base provides french country styling, Features a tapered-drum shaped, lined, gray linen lamp shade, Bulb Type A required, not included, Easy assembly - just attach harp, finial and shade","The Kettler Table Lamp boasts a round and textured base, adding depth and visual interest to any space. Its light blue finish offers a timeless yet modern touch, making it a versatile addition to your living area. Crafted with ceramic and topped with a tapered drum linen shade in gray, this lamp casts a soft, ambient glow, perfect for creating a cozy atmosphere in your home.","Color/Finish: Blue; Color Details: Light Blue; Material: Ceramic/Hard back linen shade; Style:  Modern; Shade Material: Linen; Shade Color: Gray; Shade Lined: Yes; Shade Shape: Tapered Drum; Shade Size: 16x17x11.5; Lamp Base Dimensions: 5.5x5.5; Socket Type: E26; Switch Type: On-Off; Bulb Included: No; Bulb Type: A; Bulb Wattage: 100 Watt; Cord Length: 60.00""; Shipping Weight: 12.00 lbs; Shipping Method: Small Parcel",,,,Ceramic/Hard back linen shade,,Normal,https://www.bassettmirror.com/detail.cfm?id=1638/L3330T/Kettler Table Lamp
L4465T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Lighting,Table Lamps,,,,,Lillie Table Lamp,Brown,,,,,,,,,,,,,,,, Modern,,,,,,,,15,15,29,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/c2/9f/78/64/64789fc2e292411f78c3ce20/L4465T.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/c5/9f/78/64/64789fc5cf02b07f7dcfcfe1/L4465T_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/b3/75/cd/64/64cd75b32b5de14fe304fb5e/L4465T_D.jpg?s=1000x',,,,,,,,,,,,,"This brown table lamp features a Modern style., The drum shaped lamp shade features a white finish., Features a 3 way switch., Bulb Type A required, not included, Easy assembly - just attach harp, finial and shade.",The Lillie Table Lamp is crafted of marble with a neutral drum shade.,Color/Finish: Brown; Color Details: Brown; Material: Marble/Hard back linen shade; Style:  Modern; Shade Color: White; Shade Shape: Drum; Shade Size: 15x15x10H; Socket Type: E26; Switch Type: 3 Way Switch; Bulb Included: No; Bulb Type: A; Bulb Wattage: 100 Watt Max; Shipping Weight: 22.00 lbs; Shipping Method: Small Parcel,,,,Marble/Hard back linen shade,,Normal,https://www.bassettmirror.com/detail.cfm?id=881/L4465T/Lillie Table Lamp
L4520T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Lighting,Table Lamps,,,,,Ashland Table Lamp,White,,,,,,,,,,,,,,,," Boho, Traditional",,,,,,,,20,20,30,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/06/2a/66/65/65662a06531b026e3327441c/L4520T_bpn8yn.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/0f/2a/66/65/65662a0f531b026e3327441d/L4520T_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/1a/2a/66/65/65662a1a87f0068199d1af5d/L4520T_S1.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/14/2a/66/65/65662a1487f0068199d1af5c/L4520T_D.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/75/a7/2b/66/662ba775c626ba913c410bf8/L4520T_R.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/7c/a7/2b/66/662ba77cc626ba913c410bfa/L4520T_R2.jpg?s=1000x',,,,,,,,,,"This distressed cream table lamp featurs a Boho style., The tapered drum shaped lamp shade features a white finish., Features a 3 way switch., Lamp cord measures 60 inches, allowing for easy placement., Bulb Type A required, not included, Easy assembly - just attach harp, finial and shade","The Ashland Table Lamp embodies timeless elegance, meticulously crafted with attention to detail and adorned with a classic white tapered shade. The distressed cream finish imparts a sense of rustic charm, adding character to the lamp's overall aesthetic. Expertly chosen materials and design elements make the Ashland Table Lamp a standout addition to any interior space, seamlessly marrying enduring style. The versatile white tapered shade complements the distressed cream finish, casting a soft and inviting glow. With its careful craftsmanship and thoughtful details, this lamp stands as a testament to the seamless integration of enduring design and a touch of vintage allure.","Color/Finish: White; Color Details: Distressed Cream; Material: Resin/Hard back linen shade; Style:  Boho, Traditional; Shade Color: White; Shade Lined: No; Shade Shape: Tapered Drum; Lamp Base Dimensions: 6.5x6.5; Socket Type: E26; Switch Type: 3 Way Switch; Bulb Included: No; Bulb Type: A; Bulb Wattage: 100 Watt Max; Cord Length: 60.00""; Shipping Weight: 12.00 lbs; Shipping Method: Small Parcel",,,,Resin/Hard back linen shade,,Normal,https://www.bassettmirror.com/detail.cfm?id=520/L4520T/Ashland Table Lamp
L4595T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Lighting,Table Lamps,,,,,Dauphin Table Lamp,White,,,,,,,,,,,,,,,," Modern, Traditional",,,,,,,,16,16,31,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/0e/2f/8d/66/668d2f0e4ac66631b177f61f/L4595T_0nx1gj.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/ed/4f/46/66/66464fed26f0da9695f0ba10/L4595T_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/fb/4f/46/66/66464ffb110b84e98660701d/L4595T_S1.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/f4/4f/46/66/66464ff4c56610847da4aee0/L4595T_D.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/06/e4/a8/66/66a8e40648be27e4feb8e7ec/L4595T_R.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/0c/e4/a8/66/66a8e40c6a423da49fb1e59e/L4595T_R2.jpg?s=1000x',,,,,,,,,,"Blends modern design with boho aesthetics for versatile decor, Crafted from concrete with a charming speckle finish for unique appeal, Linen drum shade emits a soft, inviting glow for a cozy ambiance, Bulb Type A required, not included, Easy assembly - just attach harp, finial and shade","The Dauphin Table Lamp seamlessly blends modern design with boho aesthetics, making it a versatile addition to any space. Crafted from concrete with a charming speckle finish, it exudes a unique and eclectic charm. Topped with a linen drum shade, the lamp emits a soft and inviting glow, perfect for creating a cozy ambiance. Its acrylic base adds a contemporary touch while ensuring stability. Elevate your home decor with this stylish yet functional lamp that effortlessly combines trend-setting design with timeless appeal.","Color/Finish: White; Color Details: Heavy Distressed Brown Cream; Material: Concrete; Style:  Modern, Traditional; Shade Material: Linen; Shade Color: Beige; Shade Lined: Yes; Shade Shape: Drum; Shade Size: 16x16x11; Lamp Base Dimensions: 5.75x5.75x1; Lamp Body Dimensions: 8.5x8.5x17; Socket Type: E26; Switch Type: 3 Way Turn Knob; Bulb Type: A; Bulb Wattage: 100; Cord Color: Clear; Cord Length: 60.00""; Harp Size: 9.00""; Harp Color: Polished Brass; Shipping Weight: 21.00 lbs; Shipping Method: Small Parcel",,,,Concrete,,Normal,https://www.bassettmirror.com/detail.cfm?id=279/L4595T/Dauphin Table Lamp
L4295T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Lighting,Table Lamps,,,,,Stones Table Lamp,Blue,,,,,,,,,,,,,,,, Modern,,,,,,,,16,16,28,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/b9/ef/d9/63/63d9efb91f86b54157c62f70/L4295T.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/db/ef/d9/63/63d9efdb1f86b54157c62f71/L4295T_B.jpg?s=1000x',,,,,,,,,,,,,,"Features a 3 Way Rotary Socket Switch, Bulb Type A required, but not included, Easy assembly - just attach harp, finial and shade",The Stones Table Lamp is crafted of ceramic with a white drum shade.,"Color/Finish: Blue; Color Details: Blue/White; Material: Ceramic/Hard back linen shade; Style:  Modern; Shade Material: Fabric; Shade Color: White; Shade Lined: No; Shade Shape: Drum; Shade Size: 16x16x10; Lamp Base Dimensions: 4x4; Socket Type: E26; Switch Type: 3 Way Rotary Socket Switch; Bulb Included: No; Bulb Type: A; Bulb Wattage: 100; Cord Color: Clear; Cord Length: 60.00""; Harp Size: 8.00""; Harp Color: Chrome; Final Color: Chrome; Shipping Weight: 10.12 lbs; Shipping Method: Small Parcel",,,,Ceramic/Hard back linen shade,,Normal,https://www.bassettmirror.com/detail.cfm?id=1647/L4295T/Stones Table Lamp
L3816T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Lighting,Table Lamps,,,,,Derek Table Lamp,Gray,,,,,,,,,,,,,,,, Farmhouse,,,,,,,,13,13,27,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/a4/b6/e5/63/63e5b6a4fa716101a69f4a0d/L3816TEC.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/da/b6/e5/63/63e5b6da3535b1c55a4d5fd7/L3816TEC_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e0/b6/e5/63/63e5b6e0fa716101a69f4a24/L3816TEC_S1.jpg?s=1000x',,,,,,,,,,,,,"The gray washed mango wood lamp features detailed molding and blue undertone for a french country aesthetic, The taupe linen drum lamp shade measures 16""x16""x10"", Features a two way light switch, The clear lamp cord measures 98"" allowing for easy placement, Bulb Type A required, not included, Easy assembly - just attach harp, finial and shade",The Derek Table Lamp is crafted of mango wood in a distressed gray finish with a natural linen tapered drum shade.,"Color/Finish: Gray; Color Details: Distressed Gray; Material: Mango Wood/Hard back linen shade; Style:  Farmhouse; Shade Material: Linen; Shade Color: White; Shade Lined: No; Shade Shape: Drum; Shade Size: 16x16x10; Socket Type: E26; Switch Type: 2 Way Switch; Bulb Included: No; Bulb Type: A; Bulb Wattage: 60 Watt; Cord Color: Clear; Cord Length: 98.50""; Harp Size: 9.00""; Harp Color: Brass; Shipping Weight: 17.00 lbs; Shipping Method: Small Parcel",,,,Mango Wood/Hard back linen shade,,Normal,https://www.bassettmirror.com/detail.cfm?id=1685/L3816T/Derek Table Lamp
L4551T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Lighting,Table Lamps,,,,,Systin Table Lamp,White,,,,,,,,,,,,,,,, Contemporary,,,,,,,,16,9,28,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/0a/49/46/66/6646490a61801cea26037ffc/L4551T_5uk3e6.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/0f/49/46/66/6646490f26f0da9695f0b910/L4551T_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/1c/49/46/66/6646491c26f0da9695f0b911/L4551T_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/5d/49/46/66/6646495dc56610847da4ae45/L4551T_S1.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/23/49/46/66/66464923110b84e986606f77/L4551T_D.jpg?s=1000x',,,,,,,,,,,"Contemporary table lamp with a sleek white marble base featuring natural veining for a unique look, Paired with a clean-lined rectangular shade for a striking modern contrast, Bulb Type A required, not included, Easy assembly - just attach harp, finial and shade","The Systin Table Lamp is the epitome of contemporary elegance, featuring a sleek white marble body that boasts natural veining for a unique and sophisticated appearance. The marble's cool tones are paired with a clean-lined rectangular shade, creating a striking contrast and enhancing the lamp's modern profile. This lamp not only serves as a source of light but also as a piece of art, perfect for adding a touch of luxury and refined style to any modern living space or office.","Color/Finish: White; Color Details: White; Material: Marble; Style:  Contemporary; Shade Material: Linen; Shade Color: White; Shade Lined: Yes; Shade Shape: Rectangle; Shade Size: 16x9x10; Lamp Base Dimensions: 4.5x2.5; Lamp Body Dimensions: 6x2.5x15.875; Socket Type: E26; Switch Type: 3 Way Turn Knob; Bulb Type: A; Bulb Wattage: 100; Cord Color: Transparent Silver; Cord Length: 60.00""; Harp Size: 8.00""; Harp Color: Silver; Final Color: Silver; Shipping Weight: 30.00 lbs; Shipping Method: Small Parcel",,,,Marble,,Normal,https://www.bassettmirror.com/detail.cfm?id=360/L4551T/Systin Table Lamp
L4505T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Lighting,Table Lamps,,,,,Clermont Table Lamp,Blue,,,,,,,,,,,,,,,," Modern, Traditional",,,,,,,,17,17,28,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/58/10/66/65/656610588c231c06f86b2676/L4505T_m8lny1.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/5e/10/66/65/6566105e8c231c06f86b2677/L4505T_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/6a/10/66/65/6566106aefcbb4f6092a77b6/L4505T_S1.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/65/10/66/65/656610658c231c06f86b267a/L4505T_D.jpg?s=1000x',,,,,,,,,,,,"Ceramic body with a refined blue-grey finish, White linen tapered shade complements the contemporary design, Meticulous craftsmanship adds a touch of modern elegance, Provides soft, inviting illumination suitable for any interior space, Bulb Type A required, but not included, Easy assembly - just attach harp, finial and shade","Fashioned from ceramic, the Clermont Table Lamp showcases a tasteful design with a blue-grey finish. Accompanied by a white linen tapered shade, the lamp strikes a harmonious balance between contemporary aesthetics and timeless elegance. Meticulously crafted with attention to detail, the Clermont Table Lamp stands as a refined addition to interior spaces, seamlessly blending enduring design with a touch of modern allure. The blue-grey finish complements the ceramic body, creating a visually pleasing contrast. With its stylish design and meticulous craftsmanship, the Clermont Table Lamp not only adds a contemporary touch to any room but also provides a soft and inviting illumination, making it a versatile and sophisticated contribution to interior decor.","Color/Finish: Blue; Color Details: Blue Gray; Material: Ceramic/Hard back linen shade; Style:  Modern, Traditional; Shade Material: Linen; Shade Color: White; Shade Lined: Yes; Shade Shape: Tapered Drum; Shade Size: 15x17x10.5; Lamp Base Dimensions: 7x7; Socket Type: E26; Switch Type: 3 Way Turn Knob; Bulb Included: No; Bulb Type: A; Bulb Wattage: 100 Watt Max; Cord Color: Transparent Silver; Cord Length: 60.00""; Harp Size: 8.50""; Harp Color: Polished Brass; Final Color: Brass; Shipping Weight: 14.00 lbs; Shipping Method: Small Parcel",,,,Ceramic/Hard back linen shade,,Normal,https://www.bassettmirror.com/detail.cfm?id=549/L4505T/Clermont Table Lamp
L4073T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Lighting,Table Lamps,,,,,Broad Peak Table Lamp,Gray,,,,,,,,,,,,,,,, Modern,,,,,,,,15,15,28,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/97/a4/e5/63/63e5a497522497ce6140e134/L4073TEC.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/be/a4/e5/63/63e5a4beae6d21396fc55d1e/L4073TEC_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/c4/a4/e5/63/63e5a4c4ae6d21396fc55d1f/L4073TEC_S1.jpg?s=1000x',,,,,,,,,,,,,"The geometric, gray cement lamp body featurse contemporary styling, The linen off-white drum lamp shade measures 15""x15""x105"", Features a three way turn knob light switch, The transparent silver lamp cord measures 60"" allowing for easy placement, Bulb Type A required, not included, Easy assembly - just attach harp, finial and shade","The Broad Peak Table Lamp is a testament to modern simplicity, crafted from natural cement with a chic gray hue that adds depth to any space. Paired with a cream linen drum shade, this lamp exudes understated elegance and versatility. Illuminate your home with the Broad Peak Table Lamp, a stylish addition that seamlessly blends contemporary design with timeless charm.","Color/Finish: Gray; Color Details: Cement; Material: Cement/Hard back linen shade; Style:  Modern; Shade Material: Linen; Shade Color: White; Shade Lined: Yes; Shade Shape: Drum; Shade Size: 15x15x10.5; Lamp Base Dimensions: 5.5x5.5x1; Socket Type: E26; Switch Type: 3 Way Turn Knob; Bulb Included: No; Bulb Type: A; Bulb Wattage: 100 Watt; Cord Color: Transparent Silver; Cord Length: 60.00""; Harp Size: 8.50""; Harp Color: Polished Brass; Shipping Weight: 18.00 lbs; Shipping Method: Small Parcel",,,,Cement/Hard back linen shade,,Normal,https://www.bassettmirror.com/detail.cfm?id=1571/L4073T/Broad Peak Table Lamp
L4372T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Lighting,Table Lamps,,,,,Cherry Grove Table Lamp,Brown,,,,,,,,,,,,,,,, Coastal,,,,,,,,15,15,27,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/13/5e/09/64/64095e135e56a2c718d1b1c8/L4372T.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/19/5e/09/64/64095e19023a5939a8c9f627/L4372T_B.jpg?s=1000x',,,,,,,,,,,,,,"This brown lamp features coastal styling, Features a taupe, tapered drum shaped lamp shade, Bulb Type A required, but not included, Easy assembly - just attach harp, finial and shade, Bulb Type A required, but not included, Easy assembly - just attach harp, finial and shade","The Cherry Grove Table Lamp is crafted of rattan and metal and features a drum shade. Finished in brown, natural rattan and antique brass. Features include a 3 way switch.",Color/Finish: Brown; Color Details: Brown/Natural/Antique Brass; Material: Rattan/Metal/Hard back linen shade; Style:  Coastal; Shade Color: White; Shade Shape: Tapered Drum; Shade Size: 14x15x10H; Socket Type: E26; Switch Type: 3 Way Switch; Bulb Included: No; Bulb Type: A; Bulb Wattage: 100 Watt; Shipping Weight: 9.00 lbs; Shipping Method: Small Parcel,,,,Rattan/Metal/Hard back linen shade,,Normal,https://www.bassettmirror.com/detail.cfm?id=1456/L4372T/Cherry Grove Table Lamp
L4261T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Lighting,Table Lamps,,,,,Sundree Table Lamp,White,,,,,,,,,,,,,,,, Modern,,,,,,,,15,9,27,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/89/ed/d9/63/63d9ed89d95cc8eec21b09c2/L4261T.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/a3/ed/d9/63/63d9eda345952636f4883aba/L4261T_B.jpg?s=1000x',,,,,,,,,,,,,,"Features a 3 Way Turn Knob light switch, Bulb Type A required, but not included, Easy assembly - just attach harp, finial and shade",The Sundree Table Lamp is crafted ofmarble with a white rectangular shade.,"Color/Finish: White; Color Details: White/Brass; Material: Marble/Metal/Hard back linen shade; Style:  Modern; Shade Material: Linen; Shade Color: White; Shade Lined: Yes; Shade Size: 9x15x10.5; Lamp Base Dimensions: 8x3.5; Socket Type: E26; Switch Type: 3 Way Turn Knob; Bulb Included: No; Bulb Type: A; Bulb Wattage: 100 Watt; Cord Color: Transparent Silver; Cord Length: 60.00""; Harp Size: 8.50""; Harp Color: Polished Brass; Final Color: Brass; Shipping Weight: 44.00 lbs; Shipping Method: Small Parcel",,,,Marble/Metal/Hard back linen shade,,Normal,https://www.bassettmirror.com/detail.cfm?id=1644/L4261T/Sundree Table Lamp
