SKU,START_DATE,END_DATE,DATE_QUALIFIER,DISCONTINUED,BRAND,PRODUCT_GROUP1,PRODUCT_GROUP2,PRODUCT_GROUP3,PRODUCT_GROUP4,PRODUCT_GROUP1_QTY,PRODUCT_GROUP2_QTY,PRODUCT_GROUP3_QTY,PRODUCT_GROUP4_QTY,DEPARTMENT1,ROOM1,ROOM2,ROOM3,ROOM4,ROOM5,ROOM6,CATEGORY1,CATEGORY2,CATEGORY3,CATEGORY4,CATEGORY5,CATEGORY6,COLLECTION,FINISH1,FINISH2,FINISH3,MATERIAL,MOTION_TYPE1,MOTION_TYPE2,SECTIONAL,TYPE1,SUBTYPE1A,SUBTYPE1B,TYPE2,SUBTYPE2A,SUBTYPE2B,TYPE3,SUBTYPE3A,SUBTYPE3B,STYLE,SUITE,COUNTRY_OF_ORIGIN,MADE_IN_USA,BED_SIZE1,FEATURES1,TABLE_TYPE,SEAT_TYPE,WIDTH,DEPTH,HEIGHT,LENGTH,INSIDE_WIDTH,INSIDE_DEPTH,INSIDE_HEIGHT,WEIGHT,VOLUME,DIAMETER,ARM_HEIGHT,SEAT_DEPTH,SEAT_HEIGHT,SEAT_WIDTH,HEADBOARD_HEIGHT,FOOTBOARD_HEIGHT,NUMBER_OF_DRAWERS,NUMBER_OF_LEAVES,NUMBER_OF_SHELVES,CARTON_WIDTH,CARTON_DEPTH,CARTON_HEIGHT,CARTON_WEIGHT,CARTON_VOLUME,CARTON_LENGTH,PHOTO1,PHOTO2,PHOTO3,PHOTO4,PHOTO5,PHOTO6,PHOTO7,PHOTO8,PHOTO9,PHOTO10,INFO1,INFO2,INFO3,INFO4,INFO5,DESCRIPTION,PRODUCT_DESCRIPTION,SPECIFICATIONS,CONSTRUCTION,COLLECTION_FEATURES,WARRANTY,ADDITIONAL_INFORMATION,DISCLAIMER,VIEWTYPE,ITEM_URL
L4588T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Lighting,Table Lamps,,,,,Eclipse Table Lamp,White,,,,,,,,,,,,,,,," Traditional, Contemporary",,,,,,,,18,18,30,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/b6/35/14/66/661435b6c4d65e5e436d2fb6/L4588T_afoau5.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/85/00/ce/66/66ce008528bb72cfc61e7b30/L4588T_R.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/8d/00/ce/66/66ce008d28bb72cfc61e7b31/L4588T_R2.jpg?s=1000x',,,,,,,,,,,,,"Concrete body with a textured surface reminiscent of natural stone or woven fabric, Tapered neck expands into a wider base for an eye-catching geometric silhouette, Classic white lampshade casts warm, diffused light for a cozy atmosphere, Bulb Type A required, not included","The Eclipse Table Lamp features a concrete body with a tactile, textured surface that provides a visual interest reminiscent of natural stone or woven fabric. Its base tapers to a narrower neck before expanding into a wider form, creating an eye-catching geometric silhouette. This lamp is completed with a classic white lampshade, ensuring that the lamp casts a warm, diffused light, ideal for creating a cozy and inviting atmosphere. The neutral color palette and intricate texture make the Eclipse Lamp versatile for both contemporary and more traditional interiors.","Color/Finish: White; Color Details: Textured White; Material: Concrete; Style:  Traditional, Contemporary; Shade Material: Linen; Shade Color: White; Shade Lined: No; Shade Shape: Tapered Drum; Shade Size: 14x18x12; Lamp Base Dimensions: 5.5x5.5; Lamp Body Dimensions: 13x13x16; Socket Type: E26; Switch Type: 3 Way Turn Knob; Bulb Type: A; Bulb Wattage: 100; Cord Color: Clear; Cord Length: 60.00""; Harp Size: 9.00""; Harp Color: Polished Brass; Shipping Weight: 17.00 lbs; Shipping Method: Small Parcel",,,,Concrete,,Normal,https://www.bassettmirror.com/detail.cfm?id=295/L4588T/Eclipse Table Lamp
L4487T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Lighting,Table Lamps,,,,,Comoros Table Lamp,White,,,,,,,,,,,,,,,, Modern,,,,,,,,15,15,30,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/c5/02/1b/65/651b02c59803c88315716f0b/L4487T.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/d0/02/1b/65/651b02d055f5d6567db38af0/L4487T_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/d4/02/1b/65/651b02d4431d2a6b067963fa/L4487T_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/93/c3/3f/65/653fc393e77b67c03a73c589/L4487T_S1.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/cd/ec/65/65/6565eccd531b026e33273e7a/L4487T_D.jpg?s=1000x',,,,,,,,,,,"The white table lamp features a modern style, The hard back linen lamp shade is a drum style, Features a 3 way switch, The 60"" lamp cord allows for easy placement, Bulb Type A required, not included, Easy assembly - just attach harp, finial and shade","The Comoros Table Lamp presents a sophisticated design with an oatmeal-colored drum shade. Accompanied by a textured matte white finish, this lamp achieves a harmonious balance between classic aesthetics and modern allure. Meticulously crafted with attention to detail, the Comoros Table Lamp stands as a refined addition to interior spaces, seamlessly blending enduring design with a touch of contemporary sophistication. The textured matte white finish complements the lamp's body, creating a visually appealing contrast. With its stylish design and meticulous craftsmanship, the Comoros Table Lamp not only adds a modern edge to any room but also provides a soft and inviting illumination, making it a versatile and impactful contribution to interior decor.","Color/Finish: White; Color Details: White; Material: Resin/Metal/Hard back line shade; Style:  Modern; Shade Color: Beige; Shade Lined: Yes; Shade Shape: Drum; Shade Size: 15x15x10; Lamp Base Dimensions: 5.5x5.5x1; Lamp Body Dimensions: 5.5x5.5x16; Socket Type: E26; Switch Type: 3 Way Switch; Bulb Included: No; Bulb Type: A; Bulb Wattage: 100 Watt Max; Cord Length: 60.00""; Shipping Weight: 13.00 lbs; Shipping Method: Small Parcel",,,,Resin/Metal/Hard back line shade,,Normal,https://www.bassettmirror.com/detail.cfm?id=518/L4487T/Comoros Table Lamp
L3368T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Lighting,Table Lamps,,,,,Danielle Task Lamp,Gold,,,,,,,,,,,,,,,, Glam/Luxe,,,,,,,,23,7,21,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/ef/60/d1/63/63d160ef03648fd590ff6423/L3368TEC.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/f6/60/d1/63/63d160f69050d56a4d948af4/L3368TEC_B.jpg?s=1000x',,,,,,,,,,,,,,"Lamp body is constructed with metal, Features an on-off light switch, Bulb Type A required, but not included, Easy assembly - just attach harp, finial and shade, Includes a 60 inch cord for easy placement, Easy assembly - just attach harp, finial and shade",The Danielle Task Lamp is made from metal and paired with a beautiful marble base.  The brass finish and white marble will make a statement in any modern setting.,"Color/Finish: Gold; Color Details: Brass Finish/White Marble; Material: Metal/Marble; Style:  Glam/Luxe; Shade Material: Metal; Shade Color: Gold; Shade Lined: No; Shade Shape: Drum; Shade Size: 4x4x6; Lamp Base Dimensions: 7x7x1.25; Socket Type: E26; Switch Type: On-Off; Bulb Included: No; Bulb Type: A; Bulb Wattage: 100 Watt; Cord Length: 60.00""; Shipping Weight: 10.00 lbs; Shipping Method: Small Parcel",,,,Metal/Marble,,Normal,https://www.bassettmirror.com/detail.cfm?id=1583/L3368T/Danielle Task Lamp
L3300T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Lighting,Table Lamps,,,,,Brighton Table Lamp,Gray,,,,,,,,,,,,,,,, Modern,,,,,,,,15,15,31,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/d4/77/e8/63/63e877d43ad2481dbb3adb61/L3300TEC.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e5/77/e8/63/63e877e5685ae95bd6beab01/L3300TEC_B.jpg?s=1000x',,,,,,,,,,,,,,"Features an on-off light switch., Bulb Type A required, but not included., Easy assembly - just attach harp, finial and shade.",This table lamp features a fluted base and a dark gray wash finish. This weathered look demonstrates the natural rusticity of the Belgian Luxe Collection  adding character to any space.,"Color/Finish: Gray; Color Details: Dark Gray Wash; Material: Cement/Hard back linen shade; Style:  Modern; Shade Material: Linen; Shade Color: White; Shade Lined: Yes; Shade Shape: Drum; Shade Size: 15x15x10; Switch Type: On-Off; Bulb Included: No; Bulb Wattage: 100 Watt; Cord Length: 60.00""; Shipping Weight: 16.00 lbs; Shipping Method: Small Parcel",,,,Cement/Hard back linen shade,,Normal,https://www.bassettmirror.com/detail.cfm?id=1556/L3300T/Brighton Table Lamp
L4530T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Lighting,Table Lamps,,,,,Hampton Table Lamp,Gold,,,,,,,,,,,,,,,," Glam/Luxe, Contemporary",,,,,,,,10,10,32,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/ca/48/46/66/664648ca61801cea26037ff4/L4530T_jarv3o.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/d1/48/46/66/664648d1c56610847da4ae42/L4530T_B_0zepvh.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/d8/48/46/66/664648d8faeed4c1dad90a59/L4530T_S1_bia1it.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/de/48/46/66/664648defaeed4c1dad90a5a/L4530T_D_0ztdol.jpg?s=1000x',,,,,,,,,,,,"Crystal base with an antique gold finish, Gracefully tapered white shade, Provides a soft and ambient glow, Combines classic allure with contemporary charm, Bulb Type A required, but not included, Easy assembly - just attach harp, finial and shade","The Hampton Table Lamp embodies timeless sophistication, meticulously crafted from crystal and adorned with an antique gold finish, showcasing a marriage of elegance and refinement. The exquisite crystal base adds a touch of opulence, catching and refracting light in a captivating display. Topped with a gracefully tapered white shade, the lamp exudes a soft and ambient glow, making it a perfect addition to any interior seeking a harmonious blend of classic allure and contemporary charm. The antique gold finish further enhances its visual appeal, contributing to a luxurious and stylish presence. The Hampton Table Lamp stands as a statement piece, seamlessly combining quality craftsmanship, radiant crystal, and a tasteful color palette to elevate the ambiance of any space it graces.","Color/Finish: Gold; Color Details: Gold/Clear; Material: Crystal/Metal/Hard back linen shade; Style:  Glam/Luxe, Contemporary; Shade Material: Linen; Shade Color: White; Shade Lined: Yes; Shade Shape: Tapered Drum; Shade Size: 8x10x9; Lamp Base Dimensions: 3.5x3.5x1; Socket Type: E26; Switch Type: On-Off; Bulb Included: No; Bulb Type: A; Bulb Wattage: 60 Watt Max; Cord Color: Transparent Silver; Cord Length: 72.00""; Harp Size: 7.50""; Harp Color: Polished Brass; Final Color: Clear; Shipping Weight: 12.76 lbs; Shipping Method: Small Parcel",,,,Crystal/Metal/Hard back linen shade,,Normal,https://www.bassettmirror.com/detail.cfm?id=511/L4530T/Hampton Table Lamp
L4449T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Lighting,Table Lamps,,,,,Gunmetal Table Lamp,Black,,,,,,,,,,,,,,,, Modern,,,,,,,,8,8,32,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/ad/25/2d/67/672d25ad4384bb821247f2b5/L4449T_ptpiz5.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/82/25/2d/67/672d25828623ad4c0f62fa13/L4449T_B_aeyj8i.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/96/25/2d/67/672d25964384bb821247f2ae/L4449T_S1_fkhb6u.jpg?s=1000x',,,,,,,,,,,,,"This gunmetal colored table lamp features a modern style., The tapered drum shaped lamp shade is constructed with gunmetal Iron., Features a 3 way switch., Lamp cord measures 98 inches, allowing for easy placement., Bulb Type A required, not included, Easy assembly - just attach harp, finial and shade",The Gunmetal Table Lamp is crafted of metal and marble with a tapered metal shade.,"Color/Finish: Black; Color Details: Gunmetal; Material: Marble / Metal; Style:  Modern; Shade Material: Iron; Shade Color: Gunmetal; Shade Lined: No; Shade Shape: Tapered Drum; Shade Size: 8x8x7H; Lamp Base Dimensions: 4x4x6; Socket Type: E26; Switch Type: 3 Way Switch; Bulb Included: No; Bulb Type: A; Bulb Wattage: 40 Watt; Cord Color: Black; Cord Length: 98.00""; Shipping Weight: 12.00 lbs; Shipping Method: Small Parcel",,,,Marble / Metal,,Normal,https://www.bassettmirror.com/detail.cfm?id=921/L4449T/Gunmetal Table Lamp
L3830T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Lighting,Table Lamps,,,,,Lawson Table Lamp,Brown,,,,,,,,,,,,,,,," Modern, Boho",,,,,,,,17,17,31,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/ef/e7/dd/65/65dde7efd051bcc6a4537c9f/L3830T.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/03/e8/dd/65/65dde803f568741c3d20ac2d/L3830T_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/0e/e8/dd/65/65dde80e28fedbcf601de842/L3830T_S1.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/11/b4/4d/63/634db4112e6f22d35d7d531d/L3830TEC_D.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e9/3f/06/63/63063fe933dd0fd3e93657ef/L3830TEC_R.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/3f/40/06/63/6306403fceab9ef06fc588ab/L3830TEC_R2.jpg?s=1000x',,,,,,,,,,"The Lawson Table Lamp features a copper art glass base and contemporary styling, Features a white, fabric, drum-shaped lamp shade, Features an on-off light switch, The clear lamp cord measures 60"" allowing easy placement, Bulb Type A required, not included, Easy assembly - just attach harp, finial and shade",The Lawson Table Lamp is crafted of art glass with a drum shade. The art glass body is finished in copper tones.,"Color/Finish: Brown; Color Details: Copper Art Glass; Material: Glass/Hard back linen shade; Style:  Modern, Boho; Shade Material: Fabric; Shade Color: White; Shade Lined: No; Shade Shape: Drum; Shade Size: 17x17x10H; Socket Type: E26; Switch Type: On-Off; Bulb Included: No; Bulb Type: A; Bulb Wattage: 9 Watt LED; Cord Color: Clear; Cord Length: 60.00""; Harp Size: 8.00""; Harp Color: Chrome; Shipping Weight: 12.76 lbs; Shipping Method: Small Parcel",,,,Glass/Hard back linen shade,,Normal,https://www.bassettmirror.com/detail.cfm?id=1623/L3830T/Lawson Table Lamp
L4373T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Lighting,Table Lamps,,,,,Marzz Table Lamp,Green,,,,,,,,,,,,,,,, Modern,,,,,,,,17,17,28,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/d7/5d/09/64/64095dd75e56a2c718d1b1c2/L4373T.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/ed/5d/09/64/64095ded023a5939a8c9f626/L4373T_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/b6/59/5d/64/645d59b6fcaf32203a2af93d/L4373T_D.jpg?s=1000x',,,,,,,,,,,,,"This green lamp features art deco styling, Features a gray, tapered drum shaped lamp shade, Bulb Type A required, but not included, Easy assembly - just attach harp, finial and shade, Bulb Type A required, but not included, Easy assembly - just attach harp, finial and shade",The Marzz Table Lamp is crafted of ceramic and metal and features a drum shade. Finished in light green and antique brass. Features include a 3 way switch.,"Color/Finish: Green; Color Details: Light Green/Antique Brass; Material: Ceramic/Metal/Hard back linen shade; Style:  Modern; Shade Color: White; Shade Shape: Tapered Drum; Shade Size: 16x17x11H; Lamp Base Dimensions: 8.25x8.25x1; Socket Type: E26; Switch Type: 3 Way Switch; Bulb Included: No; Bulb Type: A; Bulb Wattage: 100 Watt; Cord Length: 60.00""; Shipping Weight: 14.00 lbs; Shipping Method: Small Parcel",,,,Ceramic/Metal/Hard back linen shade,,Normal,https://www.bassettmirror.com/detail.cfm?id=1432/L4373T/Marzz Table Lamp
L4493T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Lighting,Table Lamps,,,,,Otero Table Lamp,White,,,,,,,,,,,,,,,, Modern,,,,,,,,15,15,30,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/8d/01/1b/65/651b018d77635d7471e09df0/L4493T.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/91/01/1b/65/651b0191431d2a6b067963ee/L4493T_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/0d/c4/3f/65/653fc40dce98ef8e8ac318ef/L4493T_S1.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/00/fb/65/65/6565fb00efcbb4f6092a75e8/L4493T_D.jpg?s=1000x',,,,,,,,,,,,"The matte white table lamp features a modern style, The hard back linen lamp shade is a drum style, Features a 3 way switch, The 60"" lamp cord allows for easy placement, Bulb Type A required, not included, Easy assembly - just attach harp, finial and shade","The Otero Table Lamp showcases a sleek and modern design, crafted with meticulous attention to detail. Accompanied by a white drum shade, this lamp achieves a harmonious balance between contemporary aesthetics and timeless appeal. Constructed with a matte white finish, the Otero Table Lamp stands as a refined addition to interior spaces, seamlessly blending enduring design with a touch of modern sophistication. The matte white finish complements the lamp's body, creating a visually appealing contrast. With its stylish design and meticulous craftsmanship, the Otero Table Lamp not only adds a modern edge to any room but also provides a soft and inviting illumination, making it a versatile and impactful contribution to interior decor.","Color/Finish: White; Color Details: Matte White; Material: Resin/Hard back linen shade; Style:  Modern; Shade Material: Fabric; Shade Color: White; Shade Lined: Yes; Shade Shape: Drum; Shade Size: 16x16x9.5; Lamp Base Dimensions: 7x7x16.5; Lamp Body Dimensions: 7x7x16.5; Socket Type: E26; Switch Type: 3 Way Switch; Bulb Included: No; Bulb Type: A; Bulb Wattage: 100 Watt Max; Cord Length: 60.00""; Shipping Weight: 10.00 lbs; Shipping Method: Small Parcel",,,,Resin/Hard back linen shade,,Normal,https://www.bassettmirror.com/detail.cfm?id=587/L4493T/Otero Table Lamp
L4062T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Lighting,Table Lamps,,,,,Osun Table Lamp,Black,,,,,,,,,,,,,,,," Boho, Modern",,,,,,,,16,16,31,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/8b/76/8c/64/648c768bc7f7254cbe4d36ae/L4062TEC.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/90/76/8c/64/648c7690d9cdb8c0989ab238/L4062TEC_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/99/76/8c/64/648c7699d9cdb8c0989ab23a/L4062TEC_S1.jpg?s=1000x',,,,,,,,,,,,,"Black cement base with a modern boho style, White drum shade provides a soft contrast, Ideal for adding a grounded, stylish presence to any room, Features a 3 Way Turn Knob Switch, Bulb not included., Easy assembly - just attach harp, finial and shade.","The Osun Table Lamp brings a touch of modern boho charm to any space. Crafted from cement, its black finish exudes a strong, grounded presence, while the white drum shade offers a soft contrast, enhancing the overall design. This lamp is perfect for adding both style and substance to your decor.","Color/Finish: Black; Color Details: Black; Material: Cement/Metal/Hard back linen shade; Style:  Boho, Modern; Shade Material: Linen; Shade Color: White; Shade Lined: Yes; Shade Shape: Drum; Shade Size: 16x16x10; Lamp Base Dimensions: 7x7x1; Socket Type: E26; Switch Type: 3 Way Turn Knob; Bulb Included: No; Bulb Type: A; Bulb Wattage: 100 Watt; Cord Color: Transparent Silver; Cord Length: 60.00""; Harp Size: 8.00""; Harp Color: Polished Brass; Shipping Weight: 17.00 lbs; Shipping Method: Small Parcel",,,,Cement/Metal/Hard back linen shade,,Normal,https://www.bassettmirror.com/detail.cfm?id=1618/L4062T/Osun Table Lamp
L4396T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Lighting,Table Lamps,,,,,Kasi Table Lamp,White,,,,,,,,,,,,,,,, Modern,,,,,,,,17,11,27,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e0/90/77/64/647790e03d037951fa78a123/L4396T.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e4/90/77/64/647790e4c0d59e3fabf5abe1/L4396T_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/6e/b6/68/66/6668b66e921f77e962f51d8f/L4396T_B_oux9ib.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/77/b6/68/66/6668b67727f0b4f5c6497209/L4396T_S2.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/84/6b/cd/64/64cd6b84ee832e6b7107ae2e/L4396T_D.jpg?s=1000x',,,,,,,,,,,"This white table lamp features a Modern style, The tapered drum shaped lamp shade features a white finish, Features a 3 way switch, Bulb Type A required, not included, Easy assembly - just attach harp, finial and shade",The Kais Table Lamp is crafted of resin with a white wash.,Color/Finish: White; Color Details: White; Material: Resin/Hard back linen shade; Style:  Modern; Shade Color: White; Shade Shape: Tapered Drum; Shade Size: 17X11X11H; Socket Type: E26; Switch Type: 3 Way Switch; Bulb Included: No; Bulb Type: A; Bulb Wattage: 100 Watt Max; Shipping Weight: 9.00 lbs; Shipping Method: Small Parcel,,,,Resin/Hard back linen shade,,Normal,https://www.bassettmirror.com/detail.cfm?id=911/L4396T/Kasi Table Lamp
